Temp_2m,RelHum_2m,WS_100m,WD_100m,WG_10m
0.3984029970240319,0.5776474186879573,1.0033783766801045,0.21570705705742776,0.7484718296233106
-0.17202010576250662,-0.6351908397066817,-0.9991203365596136,1.297664592456535,-0.3649745208523637
-0.7516435811746346,-0.6351908397066817,0.8635104938847585,0.403246363193273,0.903836436810953
-0.46643202978136533,-0.1500555363488261,-1.7291624565158095,1.6294649033122612,-1.4266326699679213
-0.37442830352547185,-0.5139070138672178,-2.1487661049018474,-2.2367300231805487,-1.6855736819473255
-1.7176827064934996,0.09251211533010172,0.0004233136607856931,0.24455925800140396,-0.7792801400194106
-0.11681787000897081,-0.5745489267869498,-1.9270243394945916,1.3553689943444873,-1.219479860384398
-1.009254014323121,-0.21069744926855805,-0.47717433490868844,0.08587215280953492,-0.15782171126884056
-0.5216342655349013,-1.2416099689040012,1.86987696765615,0.4753768655532135,2.2762238003017954
0.5732100769102291,1.3659922866444727,-0.6136308059285382,-2.280008324596513,-1.1159034555926362
1.9348652254974503,-0.33198127510802194,1.2421772009648413,-0.5488762679579413,1.0074128416027148
-0.07081600688102414,-0.7564746655461456,-1.6984597505363432,1.3697950948164754,-1.0123270508008744
-1.1104581132046036,0.031870202410369766,0.7952822573514102,0.8071771764089397,0.6190013236336085
0.6928149210428904,0.6382893316076893,-0.7910242182543428,1.153403587736654,-0.3649745208523637
-0.6136379917907946,0.3350797670090295,-0.29636951080738744,0.8793076787688802,-0.6498096340297085
0.3616015065216747,-0.7564746655461456,-0.907012218621215,-0.5344501674859532,-1.2712680627802786
-1.1656603489581396,-0.3926231880277539,0.174405314211094,0.1868548561134516,-0.2872922172585425
0.4352044875263891,-1.544819533502661,0.058417313844221795,-0.202649856630227,0.7743659308212509
1.4012436132132693,1.3659922866444727,-0.6238650412550267,-1.8472253104368699,-0.8828565448111722
1.4656462215923942,1.7904856770825963,-1.0537029249675536,1.3409428938724992,-0.7274919376235297
-1.7636845696214463,0.15315402824983368,0.024303196089259186,0.30226365988935633,-0.75338603882147
-1.1012577405790143,-0.33198127510802194,0.7372882571679742,1.0812730853767136,0.6707895260294892
-0.8344469348049386,-0.8777584913856096,-0.30660374613387625,-0.18822375615823891,-0.7274919376235297
-1.3772689193466943,0.5170055057682253,-0.24860974595044016,0.08587215280953492,-0.5721273304358873
1.6588540467297703,1.7298437641628643,-1.6950483387608468,-2.265582224124525,-1.2453739615823383
-0.6872409727955092,-1.4235357076631971,0.25286778504750773,0.38882026272128495,0.6707895260294892
-0.02481414375307749,-0.6958327526264136,-1.53812339708802,-0.7508416745657747,-1.4525267711658618
-1.4416715277258196,0.09251211533010172,-0.5010542173371622,0.38882026272128495,-0.9087506460091127
0.14079256350753055,-0.6351908397066817,-1.6916369269853506,-0.5200240670139651,-1.167691657988517
1.4380451037156265,1.6085599383234006,-0.6886818649894555,-2.0780429179886797,-0.9087506460091127
-0.7700443264258132,-0.5139070138672178,-0.11556468670608681,0.25898535847339205,-0.08013940767501912
-0.07081600688102414,-1.1203261430645373,0.37567860896537225,-0.40461526323806035,0.5672131212377274
-1.0828569953278355,-0.08941362342909413,0.8225735525788038,0.5619334683851421,0.5931072224356677
-1.8464879232517502,0.09251211533010172,0.024303196089259186,0.30226365988935633,-0.8310683424152915
0.7572175294220157,0.9414988962063491,-1.2959131610277865,1.7015954056722016,-0.7015978364255894
-1.2392633299628544,-0.8777584913856096,-0.2247298635219664,0.31668976036134444,-0.8051742412173509
-0.8344469348049386,-1.1809680559842692,-0.44647162892922226,0.44652466460923734,0.12701340190850446
-0.6872409727955092,-1.1203261430645373,0.09935425515017675,-0.5488762679579413,-0.2872922172585425
-0.48483277503254396,-1.1203261430645373,-0.8490182184377788,0.013741650449594432,-1.0900093543946958
-0.8160461895537598,-0.7564746655461456,0.14711402000712404,0.403246363193273,0.36006031165420427
0.6928149210428904,1.123424634965545,0.8328077879052924,-0.8951026792856557,0.7225777284253698
0.7848186472987838,0.9414988962063491,-1.2754446903748091,1.6150388028402731,-0.9605388484049936
-1.8832894137541076,0.15315402824983368,-0.016633745216695764,0.27341145894538016,-0.8569624436132318
1.5944514383506454,1.123424634965545,2.3645316751031054,-0.7364155740937866,2.172647395510034
1.3276406322085543,1.2447084608050087,-0.6170422177040344,-2.0636168175166913,-1.0123270508008744
-0.3100256951463466,-1.3628937947434652,2.1427899096958494,0.4898029660252016,2.483376609885319
0.8952231188058557,-0.028771710509362183,-0.49423139378616954,-0.41904136371004846,-0.26139811606060215
-1.119658485830193,0.15315402824983368,0.7031741394130119,0.8216032768809278,0.541319020039787
1.11603206182,1.5479180254036686,0.8498648467827739,0.6196378702730945,0.6966836272274295
-1.0736566227022464,-0.028771710509362183,0.88056755276224,1.0235686834887612,0.33416621045626344
0.5824104495358186,1.123424634965545,0.6929399040865227,-0.8951026792856557,0.4895308176439064
-0.2640238320183999,-1.6661033593421248,-0.6375106883570117,0.6773422721610468,0.1529075031064448
-0.6596398549187413,-0.9990423172250734,0.4302611973733122,0.37439416224929684,0.8002600320191913
-0.45723165715577585,-1.6661033593421248,-0.3543635109908236,1.009142583016773,0.6707895260294892
0.5824104495358186,1.3053503737247407,-1.650699985679396,-1.2413290906133698,-1.5043149735617425
